id,external_id,name,category,subcategory,article_type,gender,base_color,season,usage,image_url,tags,price_range,style_score,brand,price,year
302,302,Zara T-Shirts 302,Topwear,T-Shirts,T-Shirts,Women,Blue,Winter,Travel,https://images.pexels.com/photos/1000301/pexels-photo-1000301.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'travel', 't-shirts', 'cool', 'topwear', 'winter']",low,0.72,Zara,21.661786164318436,2020
303,303,Nike Formal Shoes 303,Footwear,Formal Shoes,Formal Shoes,Men,Purple,Winter,Casual,https://images.pexels.com/photos/1000302/pexels-photo-1000302.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'cool', 'casual', 'formal shoes', 'footwear', 'winter']",high,0.84,Nike,170.82054460867914,2023
304,304,Adidas Mini Dress 304,Dress,Mini Dress,Mini Dress,Women,Beige,Fall,Party,https://images.pexels.com/photos/1000303/pexels-photo-1000303.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'dress', 'party', 'beige', 'mini dress']",mid,0.74,Adidas,78.62318787635262,2020
305,305,Uniqlo Watches 305,Accessories,Watches,Watches,Unisex,Beige,Fall,Formal,https://images.pexels.com/photos/1000304/pexels-photo-1000304.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'formal', 'fall', 'watches', 'beige']",mid,0.93,Uniqlo,114.32052621054416,2020
306,306,Forever 21 Tank Tops 306,Topwear,Tank Tops,Tank Tops,Unisex,Green,Spring,Ethnic,https://images.pexels.com/photos/1000305/pexels-photo-1000305.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'topwear', 'spring', 'tank tops', 'ethnic']",mid,0.7,Forever 21,54.56019617897564,2020
307,307,Mango Jewelry 307,Accessories,Jewelry,Jewelry,Men,Red,Fall,Ethnic,https://images.pexels.com/photos/1000306/pexels-photo-1000306.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'accessories', 'jewelry', 'fall', 'warm', 'red', 'ethnic']",high,0.58,Mango,194.57316908690137,2024
308,308,Levi's Nightgowns 308,Loungewear,Nightgowns,Nightgowns,Men,Red,Fall,Formal,https://images.pexels.com/photos/1000307/pexels-photo-1000307.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'formal', 'fall', 'warm', 'red', 'loungewear', 'nightgowns']",mid,0.57,Levi's,117.70054406807955,2023
309,309,Gap Robes 309,Loungewear,Robes,Robes,Women,Navy,All,Work,https://images.pexels.com/photos/1000308/pexels-photo-1000308.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'navy', 'robes', 'work', 'all', 'loungewear']",mid,0.75,Gap,130.32028398427212,2022
310,310,Tommy Hilfiger Jeans 310,Bottomwear,Jeans,Jeans,Men,Orange,Winter,Formal,https://images.pexels.com/photos/1000309/pexels-photo-1000309.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'bottomwear', 'orange', 'jeans', 'winter']",high,0.62,Tommy Hilfiger,194.89618862108503,2023
311,311,Calvin Klein Tank Tops 311,Topwear,Tank Tops,Tank Tops,Unisex,Beige,All,Sports,https://images.pexels.com/photos/1000310/pexels-photo-1000310.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'all', 'sports', 'beige', 'tank tops']",low,0.54,Calvin Klein,23.75054500174478,2024
312,312,Puma Jeans 312,Bottomwear,Jeans,Jeans,Unisex,Yellow,Summer,Casual,https://images.pexels.com/photos/1000311/pexels-photo-1000311.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'casual', 'yellow', 'jeans', 'summer']",mid,0.81,Puma,88.3307909307567,2022
313,313,H&M Shorts 313,Bottomwear,Shorts,Shorts,Unisex,Maroon,Fall,Party,https://images.pexels.com/photos/1000312/pexels-photo-1000312.jpeg?auto=compress&cs=tinysrgb&w=400,"['shorts', 'bottomwear', 'fall', 'party', 'maroon']",mid,0.62,H&M,75.74604502528062,2021
314,314,Zara Flats 314,Footwear,Flats,Flats,Women,Navy,Spring,Travel,https://images.pexels.com/photos/1000313/pexels-photo-1000313.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'travel', 'flats', 'navy', 'footwear', 'spring']",mid,0.74,Zara,56.29568569286238,2024
315,315,Nike Scarves 315,Accessories,Scarves,Scarves,Men,White,Winter,Party,https://images.pexels.com/photos/1000314/pexels-photo-1000314.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'accessories', 'neutral', 'winter', 'scarves', 'party', 'white']",mid,0.67,Nike,105.96890564803951,2022
316,316,Adidas A-Line Dress 316,Dress,A-Line Dress,A-Line Dress,Men,Brown,All,Party,https://images.pexels.com/photos/1000315/pexels-photo-1000315.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'brown', 'all', 'dress', 'party']",mid,0.82,Adidas,57.562133976138774,2023
317,317,Uniqlo Blouses 317,Topwear,Blouses,Blouses,Unisex,Red,Summer,Sports,https://images.pexels.com/photos/1000316/pexels-photo-1000316.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'blouses', 'topwear', 'warm', 'red', 'sports', 'summer']",mid,0.74,Uniqlo,133.04823136244994,2020
318,318,Forever 21 Bags 318,Accessories,Bags,Bags,Men,Blue,Summer,Casual,https://images.pexels.com/photos/1000317/pexels-photo-1000317.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'blue', 'casual', 'cool', 'bags', 'summer']",low,0.66,Forever 21,34.32435493804091,2020
319,319,Mango Briefs 319,Innerwear,Briefs,Briefs,Unisex,Teal,Spring,Work,https://images.pexels.com/photos/1000318/pexels-photo-1000318.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'innerwear', 'work', 'briefs', 'spring']",low,0.8,Mango,31.8993940619554,2021
320,320,Levi's Flats 320,Footwear,Flats,Flats,Women,Maroon,Summer,Work,https://images.pexels.com/photos/1000319/pexels-photo-1000319.jpeg?auto=compress&cs=tinysrgb&w=400,"['maroon', 'flats', 'work', 'footwear', 'summer']",high,0.77,Levi's,151.82315525519985,2023
321,321,Gap Scarves 321,Accessories,Scarves,Scarves,Women,Teal,Winter,Travel,https://images.pexels.com/photos/1000320/pexels-photo-1000320.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'travel', 'scarves', 'winter']",high,0.41,Gap,174.90189337722865,2022
322,322,Tommy Hilfiger Tank Tops 322,Topwear,Tank Tops,Tank Tops,Unisex,Purple,Fall,Ethnic,https://images.pexels.com/photos/1000321/pexels-photo-1000321.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'fall', 'cool', 'topwear', 'tank tops', 'ethnic']",mid,0.43,Tommy Hilfiger,63.74467287620416,2024
323,323,Calvin Klein Shirts 323,Topwear,Shirts,Shirts,Women,Beige,Fall,Formal,https://images.pexels.com/photos/1000322/pexels-photo-1000322.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'formal', 'fall', 'topwear', 'beige']",low,0.63,Calvin Klein,40.109699009111516,2023
324,324,Puma Briefs 324,Innerwear,Briefs,Briefs,Men,Black,Winter,Sports,https://images.pexels.com/photos/1000323/pexels-photo-1000323.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'innerwear', 'black', 'briefs', 'winter', 'sports']",high,0.49,Puma,171.0151638011855,2021
325,325,H&M Camisoles 325,Innerwear,Camisoles,Camisoles,Men,Pink,Spring,Casual,https://images.pexels.com/photos/1000324/pexels-photo-1000324.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'innerwear', 'pink', 'camisoles', 'casual', 'warm', 'spring']",mid,0.9,H&M,121.6384872867739,2024
326,326,Zara Sweaters 326,Topwear,Sweaters,Sweaters,Men,Orange,Summer,Party,https://images.pexels.com/photos/1000325/pexels-photo-1000325.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'orange', 'sweaters', 'party', 'summer']",high,0.89,Zara,177.92139380766537,2023
327,327,Nike Maxi Dress 327,Dress,Maxi Dress,Maxi Dress,Men,Navy,Spring,Ethnic,https://images.pexels.com/photos/1000326/pexels-photo-1000326.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'navy', 'maxi dress', 'dress', 'spring', 'ethnic']",low,0.88,Nike,48.23034011706936,2021
328,328,Adidas Formal Shoes 328,Footwear,Formal Shoes,Formal Shoes,Women,Teal,All,Party,https://images.pexels.com/photos/1000327/pexels-photo-1000327.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'formal shoes', 'all', 'footwear', 'party']",mid,0.81,Adidas,124.32762293114308,2021
329,329,Uniqlo Maxi Dress 329,Dress,Maxi Dress,Maxi Dress,Women,Green,Summer,Travel,https://images.pexels.com/photos/1000328/pexels-photo-1000328.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'travel', 'cool', 'maxi dress', 'dress', 'summer']",mid,0.72,Uniqlo,145.47536974425608,2021
330,330,Forever 21 Sunglasses 330,Accessories,Sunglasses,Sunglasses,Women,Purple,All,Travel,https://images.pexels.com/photos/1000329/pexels-photo-1000329.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'purple', 'travel', 'sunglasses', 'cool', 'all']",low,0.55,Forever 21,23.576972814547144,2024
331,331,Mango Trousers 331,Bottomwear,Trousers,Trousers,Men,White,All,Work,https://images.pexels.com/photos/1000330/pexels-photo-1000330.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'bottomwear', 'trousers', 'work', 'all', 'white']",mid,0.69,Mango,86.70850911297384,2020
332,332,Levi's Robes 332,Loungewear,Robes,Robes,Unisex,Red,Spring,Sports,https://images.pexels.com/photos/1000331/pexels-photo-1000331.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'red', 'robes', 'sports', 'spring', 'loungewear']",high,0.65,Levi's,167.25801298066105,2023
333,333,Gap Nightgowns 333,Loungewear,Nightgowns,Nightgowns,Women,Grey,Spring,Sports,https://images.pexels.com/photos/1000332/pexels-photo-1000332.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'loungewear', 'sports', 'spring', 'nightgowns']",high,0.5,Gap,192.52879190293905,2021
334,334,Tommy Hilfiger Sneakers 334,Footwear,Sneakers,Sneakers,Women,Orange,Spring,Travel,https://images.pexels.com/photos/1000333/pexels-photo-1000333.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'sneakers', 'orange', 'footwear', 'spring']",mid,0.59,Tommy Hilfiger,89.1078685662845,2023
335,335,Calvin Klein Formal Shoes 335,Footwear,Formal Shoes,Formal Shoes,Women,Maroon,Summer,Formal,https://images.pexels.com/photos/1000334/pexels-photo-1000334.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'summer', 'formal shoes', 'footwear', 'maroon']",mid,0.74,Calvin Klein,124.2981859015387,2023
336,336,Puma Robes 336,Loungewear,Robes,Robes,Unisex,Purple,Winter,Ethnic,https://images.pexels.com/photos/1000335/pexels-photo-1000335.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'cool', 'robes', 'winter', 'loungewear', 'ethnic']",high,0.49,Puma,172.69220238203917,2022
337,337,H&M Watches 337,Accessories,Watches,Watches,Men,Teal,All,Party,https://images.pexels.com/photos/1000336/pexels-photo-1000336.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'watches', 'all', 'party']",mid,0.88,H&M,91.98441909084903,2022
338,338,Zara Robes 338,Loungewear,Robes,Robes,Men,Brown,Fall,Sports,https://images.pexels.com/photos/1000337/pexels-photo-1000337.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'brown', 'robes', 'sports', 'loungewear']",mid,0.66,Zara,138.86453871100042,2024
339,339,Nike Mini Dress 339,Dress,Mini Dress,Mini Dress,Unisex,Purple,All,Party,https://images.pexels.com/photos/1000338/pexels-photo-1000338.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'cool', 'all', 'dress', 'party', 'mini dress']",mid,0.73,Nike,52.25242295693945,2022
340,340,Adidas A-Line Dress 340,Dress,A-Line Dress,A-Line Dress,Women,Pink,All,Travel,https://images.pexels.com/photos/1000339/pexels-photo-1000339.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'feminine', 'travel', 'pink', 'warm', 'all', 'dress']",mid,0.76,Adidas,125.97820540655313,2023
341,341,Uniqlo A-Line Dress 341,Dress,A-Line Dress,A-Line Dress,Men,Purple,Winter,Sports,https://images.pexels.com/photos/1000340/pexels-photo-1000340.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'purple', 'cool', 'winter', 'dress', 'sports']",mid,0.66,Uniqlo,60.80739849537851,2023
342,342,Forever 21 Shirts 342,Topwear,Shirts,Shirts,Women,Black,Spring,Party,https://images.pexels.com/photos/1000341/pexels-photo-1000341.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'shirts', 'neutral', 'topwear', 'black', 'party', 'spring']",high,0.56,Forever 21,197.85004449684487,2021
343,343,Mango Shapewear 343,Innerwear,Shapewear,Shapewear,Men,Maroon,Summer,Party,https://images.pexels.com/photos/1000342/pexels-photo-1000342.jpeg?auto=compress&cs=tinysrgb&w=400,"['shapewear', 'innerwear', 'summer', 'party', 'maroon']",high,0.5,Mango,184.97251547339343,2020
344,344,Levi's Heels 344,Footwear,Heels,Heels,Men,Black,Summer,Ethnic,https://images.pexels.com/photos/1000343/pexels-photo-1000343.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'black', 'footwear', 'summer', 'ethnic', 'heels']",mid,0.58,Levi's,74.74570664474231,2024
345,345,Gap Formal Dress 345,Dress,Formal Dress,Formal Dress,Men,Grey,Spring,Travel,https://images.pexels.com/photos/1000344/pexels-photo-1000344.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'travel', 'grey', 'formal dress', 'dress', 'spring']",mid,0.55,Gap,92.29704739156524,2021
346,346,Tommy Hilfiger Heels 346,Footwear,Heels,Heels,Women,Green,Fall,Formal,https://images.pexels.com/photos/1000345/pexels-photo-1000345.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'green', 'fall', 'cool', 'footwear', 'heels']",mid,0.59,Tommy Hilfiger,133.84587224472753,2021
347,347,Calvin Klein Formal Dress 347,Dress,Formal Dress,Formal Dress,Women,Green,Fall,Work,https://images.pexels.com/photos/1000346/pexels-photo-1000346.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'formal dress', 'fall', 'cool', 'work', 'dress']",mid,0.71,Calvin Klein,109.25364454985227,2021
348,348,Puma Robes 348,Loungewear,Robes,Robes,Unisex,Pink,Spring,Travel,https://images.pexels.com/photos/1000347/pexels-photo-1000347.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'travel', 'pink', 'warm', 'robes', 'spring', 'loungewear']",mid,0.64,Puma,148.30369523975824,2021
349,349,H&M Jeans 349,Bottomwear,Jeans,Jeans,Unisex,Teal,Summer,Casual,https://images.pexels.com/photos/1000348/pexels-photo-1000348.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'bottomwear', 'casual', 'jeans', 'summer']",high,1.0,H&M,183.8517992333044,2020
350,350,Zara Formal Shoes 350,Footwear,Formal Shoes,Formal Shoes,Men,Blue,All,Ethnic,https://images.pexels.com/photos/1000349/pexels-photo-1000349.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'formal shoes', 'footwear', 'all', 'ethnic']",mid,0.76,Zara,129.35262052871587,2024
351,351,Nike Camisoles 351,Innerwear,Camisoles,Camisoles,Unisex,Teal,Spring,Sports,https://images.pexels.com/photos/1000350/pexels-photo-1000350.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'innerwear', 'camisoles', 'sports', 'spring']",mid,0.86,Nike,138.3237684867301,2023
352,352,Adidas Sneakers 352,Footwear,Sneakers,Sneakers,Women,Maroon,Winter,Formal,https://images.pexels.com/photos/1000351/pexels-photo-1000351.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'sneakers', 'footwear', 'winter', 'maroon']",mid,0.9,Adidas,128.1550126026975,2022
353,353,Uniqlo Sunglasses 353,Accessories,Sunglasses,Sunglasses,Men,Blue,Fall,Work,https://images.pexels.com/photos/1000352/pexels-photo-1000352.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'blue', 'sunglasses', 'fall', 'cool', 'work']",high,0.77,Uniqlo,187.1631780499111,2024
354,354,Forever 21 Formal Shoes 354,Footwear,Formal Shoes,Formal Shoes,Unisex,Pink,All,Formal,https://images.pexels.com/photos/1000353/pexels-photo-1000353.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'pink', 'warm', 'formal shoes', 'footwear', 'all']",mid,0.85,Forever 21,61.4796234569562,2023
355,355,Mango Shirts 355,Topwear,Shirts,Shirts,Men,Yellow,Summer,Ethnic,https://images.pexels.com/photos/1000354/pexels-photo-1000354.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'topwear', 'yellow', 'summer', 'ethnic']",mid,0.56,Mango,82.40913501755898,2024
356,356,Levi's Jackets 356,Topwear,Jackets,Jackets,Unisex,Brown,Fall,Casual,https://images.pexels.com/photos/1000355/pexels-photo-1000355.jpeg?auto=compress&cs=tinysrgb&w=400,"['jackets', 'fall', 'casual', 'topwear', 'brown']",mid,0.74,Levi's,127.42321335637942,2023
357,357,Gap Boots 357,Footwear,Boots,Boots,Men,Brown,Winter,Casual,https://images.pexels.com/photos/1000356/pexels-photo-1000356.jpeg?auto=compress&cs=tinysrgb&w=400,"['boots', 'casual', 'brown', 'footwear', 'winter']",high,0.63,Gap,153.91001300407765,2023
358,358,Tommy Hilfiger A-Line Dress 358,Dress,A-Line Dress,A-Line Dress,Unisex,Navy,Spring,Casual,https://images.pexels.com/photos/1000357/pexels-photo-1000357.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'a-line dress', 'blue', 'casual', 'navy', 'dress', 'spring']",mid,0.81,Tommy Hilfiger,60.484907185337065,2021
359,359,Calvin Klein Boots 359,Footwear,Boots,Boots,Unisex,Pink,All,Casual,https://images.pexels.com/photos/1000358/pexels-photo-1000358.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'boots', 'casual', 'warm', 'footwear', 'all']",high,0.71,Calvin Klein,161.42591003997103,2024
360,360,Puma Jewelry 360,Accessories,Jewelry,Jewelry,Women,Brown,Fall,Ethnic,https://images.pexels.com/photos/1000359/pexels-photo-1000359.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'jewelry', 'fall', 'brown', 'ethnic']",mid,0.46,Puma,123.34508950122726,2022
361,361,H&M Sweaters 361,Topwear,Sweaters,Sweaters,Women,Green,Summer,Work,https://images.pexels.com/photos/1000360/pexels-photo-1000360.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'topwear', 'sweaters', 'work', 'summer']",high,0.93,H&M,161.26886247279455,2021
362,362,Zara T-Shirts 362,Topwear,T-Shirts,T-Shirts,Men,Maroon,Fall,Work,https://images.pexels.com/photos/1000361/pexels-photo-1000361.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 't-shirts', 'topwear', 'work', 'maroon']",mid,0.77,Zara,128.6413503207874,2022
363,363,Nike Tank Tops 363,Topwear,Tank Tops,Tank Tops,Men,Pink,Summer,Travel,https://images.pexels.com/photos/1000362/pexels-photo-1000362.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'travel', 'pink', 'topwear', 'warm', 'summer', 'tank tops']",low,0.77,Nike,41.690984727147196,2023
364,364,Adidas Nightgowns 364,Loungewear,Nightgowns,Nightgowns,Men,Red,Winter,Party,https://images.pexels.com/photos/1000363/pexels-photo-1000363.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'winter', 'red', 'loungewear', 'party', 'nightgowns']",high,0.77,Adidas,190.92887635611294,2023
365,365,Uniqlo Casual Dress 365,Dress,Casual Dress,Casual Dress,Men,Green,Spring,Party,https://images.pexels.com/photos/1000364/pexels-photo-1000364.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'casual dress', 'dress', 'party', 'spring']",mid,0.79,Uniqlo,59.76001035808747,2021
366,366,Forever 21 Shapewear 366,Innerwear,Shapewear,Shapewear,Unisex,Yellow,All,Formal,https://images.pexels.com/photos/1000365/pexels-photo-1000365.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'shapewear', 'innerwear', 'yellow', 'all']",high,0.69,Forever 21,165.43532781280726,2020
367,367,Mango Watches 367,Accessories,Watches,Watches,Men,Teal,Spring,Travel,https://images.pexels.com/photos/1000366/pexels-photo-1000366.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'travel', 'watches', 'spring']",mid,0.68,Mango,95.62691349175317,2024
368,368,Levi's Sunglasses 368,Accessories,Sunglasses,Sunglasses,Women,Purple,Winter,Travel,https://images.pexels.com/photos/1000367/pexels-photo-1000367.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'purple', 'travel', 'sunglasses', 'cool', 'winter']",low,0.44,Levi's,41.87724120669081,2023
369,369,Gap Briefs 369,Innerwear,Briefs,Briefs,Men,Beige,Fall,Casual,https://images.pexels.com/photos/1000368/pexels-photo-1000368.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'fall', 'casual', 'briefs', 'beige']",mid,0.7,Gap,130.20122573073752,2022
370,370,Tommy Hilfiger Jackets 370,Topwear,Jackets,Jackets,Unisex,Yellow,Fall,Sports,https://images.pexels.com/photos/1000369/pexels-photo-1000369.jpeg?auto=compress&cs=tinysrgb&w=400,"['jackets', 'fall', 'topwear', 'yellow', 'sports']",mid,0.44,Tommy Hilfiger,83.29977987057484,2023
371,371,Calvin Klein Bags 371,Accessories,Bags,Bags,Men,Black,Spring,Casual,https://images.pexels.com/photos/1000370/pexels-photo-1000370.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'neutral', 'casual', 'black', 'bags', 'spring']",mid,0.76,Calvin Klein,117.14195907607598,2022
372,372,Puma Belts 372,Accessories,Belts,Belts,Unisex,Navy,Summer,Travel,https://images.pexels.com/photos/1000371/pexels-photo-1000371.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'blue', 'travel', 'belts', 'navy', 'summer']",mid,0.52,Puma,94.34302988626783,2021
373,373,H&M Hoodies 373,Topwear,Hoodies,Hoodies,Men,Purple,Winter,Casual,https://images.pexels.com/photos/1000372/pexels-photo-1000372.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'hoodies', 'cool', 'casual', 'topwear', 'winter']",mid,0.94,H&M,129.17835689775524,2024
374,374,Zara Casual Dress 374,Dress,Casual Dress,Casual Dress,Women,Yellow,Summer,Travel,https://images.pexels.com/photos/1000373/pexels-photo-1000373.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'yellow', 'casual dress', 'dress', 'summer']",low,0.88,Zara,28.007479596083684,2021
